chrom	start	end	name	color
chr3	104450000	107450000	B0	#5ebd3e
chr3	107450000	107650000	A2	#f78200
chr3	107650000	107750000	B0	#5ebd3e
chr3	107750000	108650000	A2	#f78200
chr3	108650000	111100000	B0	#5ebd3e
chr3	111100000	111150000	A2	#f78200
chr3	111150000	111650000	B0	#5ebd3e
chr3	111650000	112200000	A2	#f78200
chr3	112200000	112450000	B0	#5ebd3e
chr3	112450000	112700000	A2	#f78200
chr3	112700000	112950000	B0	#5ebd3e
chr3	112950000	114150000	A2	#f78200
chr3	114150000	114650000	B0	#5ebd3e
chr3	114650000	114750000	A2	#f78200
chr3	114750000	115250000	B0	#5ebd3e
chr3	115250000	116550000	B1	#009cdf
chr3	116550000	117600000	B4	#973999
chr3	117600000	117650000	B1	#009cdf
chr3	117650000	117700000	B4	#973999
chr3	117700000	119250000	B1	#009cdf
chr3	119250000	120850000	A2	#f78200
chr3	120850000	121400000	B0	#5ebd3e
chr3	121400000	122100000	A2	#f78200
chr3	122100000	122150000	B0	#5ebd3e
chr3	122150000	124000000	A2	#f78200
chr3	124000000	124500000	B1	#009cdf
chr3	124500000	125650000	A2	#f78200
chr3	125900000	126900000	A2	#f78200
chr3	126900000	127150000	A1	#e23838
chr3	127150000	127500000	A2	#f78200
chr3	127500000	127800000	A1	#e23838
chr3	127800000	128450000	A2	#f78200
chr3	128450000	129650000	A1	#e23838
chr3	129650000	130050000	A2	#f78200
chr3	130200000	130850000	B1	#009cdf
chr3	130850000	131050000	A2	#f78200
chr3	131050000	131350000	B1	#009cdf
chr3	131350000	131400000	A2	#f78200
chr3	131400000	132350000	B1	#009cdf
chr3	132350000	132600000	A2	#f78200
chr3	132600000	132650000	B1	#009cdf
chr3	132650000	132700000	A2	#f78200
chr3	132700000	133450000	B1	#009cdf
chr3	133450000	134550000	A2	#f78200
chr3	134550000	136050000	B1	#009cdf
chr3	136050000	137000000	A2	#f78200
chr3	137000000	138050000	B1	#009cdf
chr3	138050000	139550000	A2	#f78200
chr3	139550000	141100000	B1	#009cdf
chr3	141100000	143100000	A2	#f78200
chr3	143100000	143700000	B1	#009cdf
chr3	143700000	148950000	B0	#5ebd3e
chr3	148950000	151150000	A2	#f78200
chr3	151150000	151200000	B0	#5ebd3e
chr3	151200000	151300000	A2	#f78200
chr3	151300000	151600000	B0	#5ebd3e
chr3	151750000	153050000	B0	#5ebd3e
chr3	153050000	153150000	A2	#f78200
chr3	153150000	154100000	B0	#5ebd3e
chr3	154300000	154350000	B1	#009cdf
chr3	154350000	155400000	B0	#5ebd3e
chr3	155400000	155650000	B1	#009cdf
chr3	155650000	156200000	A2	#f78200
chr3	156200000	156300000	B0	#5ebd3e
chr3	156300000	156850000	A2	#f78200
chr3	156850000	157050000	B0	#5ebd3e
chr3	157050000	157300000	A2	#f78200
chr3	157300000	158600000	B0	#5ebd3e
chr3	158600000	158750000	A2	#f78200
chr3	158750000	159250000	B1	#009cdf
chr3	159250000	159600000	B0	#5ebd3e
chr3	159600000	159700000	B1	#009cdf
chr3	159700000	160850000	A2	#f78200
chr3	160850000	160950000	B0	#5ebd3e
chr3	160950000	161050000	B1	#009cdf
chr3	161050000	161200000	B0	#5ebd3e
chr3	161200000	161300000	A2	#f78200
chr3	161300000	166300000	B0	#5ebd3e
chr3	166550000	167600000	B0	#5ebd3e
chr3	167600000	167850000	B1	#009cdf
chr3	167850000	167900000	B0	#5ebd3e
chr3	167900000	167950000	B1	#009cdf
chr3	167950000	168050000	B0	#5ebd3e
chr3	168050000	169700000	B1	#009cdf
chr3	169700000	170500000	A2	#f78200
chr3	170500000	170650000	B1	#009cdf
chr3	170650000	172850000	A2	#f78200
chr3	172850000	173000000	B1	#009cdf
chr3	173000000	173050000	B0	#5ebd3e
chr3	173050000	173150000	B1	#009cdf
chr3	173150000	173200000	B0	#5ebd3e
chr3	173200000	173250000	B1	#009cdf
chr3	173250000	176450000	B0	#5ebd3e
chr3	176450000	176950000	B1	#009cdf
chr3	176950000	177450000	A2	#f78200
chr3	177450000	179100000	B1	#009cdf
chr3	179100000	179700000	A2	#f78200
chr3	179700000	182600000	B1	#009cdf
chr3	182600000	184000000	A2	#f78200
chr3	184000000	184450000	A1	#e23838
chr3	184550000	187100000	A2	#f78200
chr3	187100000	188100000	B1	#009cdf
chr3	188100000	188400000	A2	#f78200
chr3	188400000	188900000	B1	#009cdf
chr3	188900000	188950000	A2	#f78200
chr3	188950000	190000000	B1	#009cdf
chr3	190000000	190150000	A2	#f78200
chr3	190150000	193650000	B1	#009cdf
chr3	193650000	195600000	A2	#f78200
chr3	195850000	195950000	A1	#e23838
chr3	196000000	196100000	A1	#e23838
chr3	196100000	197400000	A2	#f78200
chr3	197550000	197600000	A2	#f78200
chr3	197650000	198050000	A2	#f78200
chr4	50000	400000	B4	#973999
chr4	400000	450000	B1	#009cdf
chr4	450000	650000	A2	#f78200
chr4	650000	3900000	A1	#e23838
chr4	3900000	4050000	A2	#f78200
chr4	4150000	4900000	A2	#f78200
chr4	4900000	5750000	B1	#009cdf
chr4	5750000	5800000	A2	#f78200
chr4	5800000	5900000	B1	#009cdf
chr4	5900000	6600000	A2	#f78200
chr4	6600000	6800000	A1	#e23838
chr4	6800000	6850000	A2	#f78200
chr4	6850000	7100000	A1	#e23838
chr4	7100000	9150000	A2	#f78200
chr4	9500000	9750000	A2	#f78200
chr4	9750000	9950000	B1	#009cdf
chr4	9950000	10150000	A2	#f78200
chr4	10150000	10500000	B1	#009cdf
chr4	10500000	10650000	A2	#f78200
chr4	10650000	11400000	B1	#009cdf
chr4	11400000	11750000	A2	#f78200
chr4	11750000	11800000	B0	#5ebd3e
chr4	11800000	13450000	B1	#009cdf
chr4	13450000	13550000	A2	#f78200
chr4	13550000	13850000	B1	#009cdf
chr4	13850000	14700000	B4	#973999
chr4	14700000	15550000	B1	#009cdf
chr4	15550000	16100000	A2	#f78200
chr4	16100000	17150000	B1	#009cdf
chr4	17150000	17200000	A2	#f78200
chr4	17200000	17250000	B1	#009cdf
chr4	17250000	18000000	A2	#f78200
chr4	18000000	19600000	B1	#009cdf
chr4	19650000	20900000	B1	#009cdf
chr4	20900000	21500000	B4	#973999
chr4	21750000	21800000	B1	#009cdf
chr4	21800000	22100000	B4	#973999
chr4	22100000	22800000	B1	#009cdf
chr4	22800000	24250000	B4	#973999
chr4	24250000	24500000	B1	#009cdf
chr4	24500000	24600000	A2	#f78200
chr4	24600000	25100000	B1	#009cdf
chr4	25100000	27050000	A2	#f78200
chr4	27050000	27550000	B1	#009cdf
chr4	27550000	30750000	B0	#5ebd3e
chr4	30750000	31050000	A2	#f78200
chr4	31050000	34500000	B0	#5ebd3e
chr4	34900000	36200000	B0	#5ebd3e
chr4	36200000	36250000	A2	#f78200
chr4	36250000	37550000	B1	#009cdf
chr4	37550000	38400000	A2	#f78200
chr4	38400000	38450000	B1	#009cdf
chr4	38450000	39700000	A2	#f78200
chr4	39700000	39900000	A1	#e23838
chr4	39900000	41550000	A2	#f78200
chr4	41550000	41850000	B1	#009cdf
chr4	41850000	42050000	A2	#f78200
chr4	42050000	42750000	B1	#009cdf
chr4	42750000	44600000	B4	#973999
chr4	44600000	44800000	B1	#009cdf
chr4	44800000	47050000	B4	#973999
chr4	47050000	47450000	B1	#009cdf
chr4	47450000	47550000	A2	#f78200
chr4	47550000	47750000	B1	#009cdf
chr4	47750000	48950000	A2	#f78200
chr4	48950000	49100000	B1	#009cdf
chr4	51800000	52600000	B1	#009cdf
chr4	52600000	52850000	A2	#f78200
chr4	52850000	53250000	B1	#009cdf
chr4	53250000	53500000	A2	#f78200
chr4	53500000	53950000	B1	#009cdf
chr4	53950000	54200000	A2	#f78200
chr4	54200000	55300000	B1	#009cdf
chr4	55300000	55700000	A2	#f78200
chr4	55800000	57050000	A2	#f78200
chr4	57050000	57350000	B1	#009cdf
chr4	57350000	58850000	B4	#973999
chr4	58950000	67300000	B4	#973999
chr4	67300000	67500000	B1	#009cdf
chr4	67500000	67750000	A2	#f78200
chr4	67750000	68300000	B1	#009cdf
chr4	68500000	68600000	B1	#009cdf
chr4	69000000	69150000	B0	#5ebd3e
chr4	69150000	69200000	B1	#009cdf
chr4	69200000	69350000	B0	#5ebd3e
chr4	69350000	69400000	B1	#009cdf
chr4	69400000	69500000	B0	#5ebd3e
chr4	69500000	69600000	B1	#009cdf
chr4	69600000	69750000	B0	#5ebd3e
chr4	69750000	69800000	B1	#009cdf
chr4	69800000	69850000	B0	#5ebd3e
chr4	69850000	69900000	B1	#009cdf
chr4	69900000	69950000	B0	#5ebd3e
chr4	69950000	70050000	B1	#009cdf
chr4	70050000	70200000	B0	#5ebd3e
chr4	70200000	70550000	B1	#009cdf
chr4	70550000	71050000	A2	#f78200
chr4	71050000	71700000	B1	#009cdf
chr4	71700000	72700000	B4	#973999
chr4	72700000	73050000	B1	#009cdf
chr4	73050000	73300000	A2	#f78200
chr4	73300000	73500000	B1	#009cdf
chr4	73500000	73800000	A2	#f78200
chr4	73800000	73850000	B0	#5ebd3e
chr4	73850000	74850000	A2	#f78200
chr4	74850000	75000000	B0	#5ebd3e
chr4	75000000	75450000	B1	#009cdf
chr4	75450000	77200000	A2	#f78200
chr4	77200000	77600000	B1	#009cdf
chr4	77600000	78900000	A2	#f78200
chr4	78900000	82300000	B1	#009cdf
chr4	82300000	83700000	A2	#f78200
chr4	83700000	84550000	B0	#5ebd3e
chr4	84550000	84750000	A2	#f78200
chr4	84750000	84850000	B0	#5ebd3e
chr4	84850000	84900000	A2	#f78200
chr4	84900000	86800000	B0	#5ebd3e
chr4	86800000	87550000	A2	#f78200
chr4	87550000	87850000	B0	#5ebd3e
chr4	87850000	87900000	A2	#f78200
chr4	87900000	87950000	B0	#5ebd3e
chr4	87950000	88750000	A2	#f78200
chr4	88750000	90400000	B0	#5ebd3e
chr4	90700000	94300000	B0	#5ebd3e
chr4	94300000	94350000	A2	#f78200
chr4	94350000	94400000	B0	#5ebd3e
chr4	94400000	94600000	A2	#f78200
chr4	94600000	98600000	B0	#5ebd3e
chr4	98600000	99100000	A2	#f78200
chr4	99100000	99900000	B0	#5ebd3e
chr4	99900000	99950000	A2	#f78200
chr4	99950000	101150000	B0	#5ebd3e
chr4	101150000	101200000	A2	#f78200
chr4	101200000	102500000	B0	#5ebd3e
chr4	102500000	103150000	A2	#f78200
chr4	103150000	107750000	B0	#5ebd3e
chr4	107750000	108150000	A2	#f78200
chr4	108150000	108550000	B0	#5ebd3e
chr4	108550000	108650000	A2	#f78200
chr4	108650000	109450000	B1	#009cdf
chr4	109450000	110350000	A2	#f78200
chr4	110350000	110400000	B0	#5ebd3e
chr4	110400000	110450000	A2	#f78200
chr4	110450000	110500000	B0	#5ebd3e
chr4	110500000	110600000	A2	#f78200
chr4	110600000	112050000	B0	#5ebd3e
chr4	112050000	112950000	A2	#f78200
chr4	112950000	113350000	B0	#5ebd3e
chr4	113350000	113600000	A2	#f78200
chr4	113600000	113650000	B0	#5ebd3e
chr4	113650000	113700000	A2	#f78200
chr4	113700000	118300000	B0	#5ebd3e
chr4	118300000	118400000	A2	#f78200
chr4	118550000	118600000	A2	#f78200
chr4	118650000	119350000	A2	#f78200
chr4	119450000	119500000	A2	#f78200
chr4	119500000	120150000	B0	#5ebd3e
chr4	120300000	121600000	B0	#5ebd3e
chr4	121600000	122300000	A2	#f78200
chr4	122300000	122600000	B0	#5ebd3e
chr4	122600000	123100000	A2	#f78200
chr4	123100000	127650000	B0	#5ebd3e
chr4	127650000	128850000	A2	#f78200
chr4	128850000	131650000	B0	#5ebd3e
chr4	131950000	138650000	B0	#5ebd3e
chr4	138650000	138700000	B1	#009cdf
chr4	138700000	138750000	B0	#5ebd3e
chr4	138750000	138800000	B1	#009cdf
chr4	138800000	140800000	A2	#f78200
chr4	140800000	141050000	B1	#009cdf
chr4	141050000	141100000	B0	#5ebd3e
chr4	141100000	141400000	B1	#009cdf
chr4	141400000	141950000	B0	#5ebd3e
chr4	141950000	142000000	B1	#009cdf
chr4	142000000	143200000	B0	#5ebd3e
chr4	143200000	143300000	B1	#009cdf
chr4	143300000	143400000	A2	#f78200
chr4	143400000	143850000	B1	#009cdf
chr4	144050000	145050000	B1	#009cdf
chr4	145050000	145250000	A2	#f78200
chr4	145250000	145450000	B1	#009cdf
chr4	145450000	145950000	A2	#f78200
chr4	145950000	147550000	B1	#009cdf
chr4	147550000	147950000	A2	#f78200
chr4	147950000	149200000	B1	#009cdf
chr4	149200000	150050000	B0	#5ebd3e
chr4	150050000	153650000	A2	#f78200
chr4	153650000	155200000	B1	#009cdf
chr4	155200000	155250000	B0	#5ebd3e
chr4	155250000	155500000	B1	#009cdf
chr4	155500000	155600000	B0	#5ebd3e
chr4	155600000	155650000	B1	#009cdf
chr4	155650000	155850000	B0	#5ebd3e
chr4	156000000	158150000	B0	#5ebd3e
chr4	158150000	158250000	A2	#f78200
chr4	158250000	158600000	B0	#5ebd3e
chr4	158600000	159450000	A2	#f78200
chr4	159450000	163050000	B0	#5ebd3e
chr4	163050000	163300000	B1	#009cdf
chr4	163300000	163350000	B0	#5ebd3e
chr4	163350000	163600000	B1	#009cdf
chr4	163600000	164500000	B0	#5ebd3e
chr4	164500000	164650000	B1	#009cdf
chr4	164650000	164700000	B0	#5ebd3e
chr4	164700000	164800000	B1	#009cdf
chr4	164800000	164850000	B0	#5ebd3e
chr4	164850000	164900000	B1	#009cdf
chr4	164900000	165550000	A2	#f78200
chr4	165550000	168250000	B0	#5ebd3e
chr4	168250000	170050000	A2	#f78200
chr4	170050000	170700000	B1	#009cdf
chr4	170700000	171350000	B0	#5ebd3e
chr4	171350000	171400000	B1	#009cdf
chr4	171400000	171900000	B0	#5ebd3e
chr4	171900000	171950000	B1	#009cdf
chr4	171950000	172050000	B0	#5ebd3e
chr4	172050000	172200000	B1	#009cdf
chr4	172200000	172250000	B0	#5ebd3e
chr4	172250000	173150000	B1	#009cdf
chr4	173150000	173400000	A2	#f78200
chr4	173400000	175200000	B1	#009cdf
chr4	175200000	175300000	B0	#5ebd3e
chr4	175300000	175500000	B1	#009cdf
chr4	175500000	175900000	B0	#5ebd3e
chr4	175900000	176000000	B1	#009cdf
chr4	176000000	176100000	B0	#5ebd3e
chr4	176100000	176150000	B1	#009cdf
chr4	176150000	176350000	A2	#f78200
chr4	176350000	176950000	B1	#009cdf
chr4	176950000	177000000	B0	#5ebd3e
chr4	177000000	177050000	B1	#009cdf
chr4	177050000	177200000	B0	#5ebd3e
chr4	177200000	177300000	B1	#009cdf
chr4	177300000	177500000	A2	#f78200
chr4	177500000	177800000	B1	#009cdf
chr4	177800000	177850000	B0	#5ebd3e
chr4	177850000	177900000	B1	#009cdf
chr4	177900000	177950000	B0	#5ebd3e
chr4	177950000	178000000	B1	#009cdf
chr4	178000000	178400000	B0	#5ebd3e
chr4	178400000	178450000	B1	#009cdf
chr4	178450000	178900000	B0	#5ebd3e
chr4	178900000	179250000	B1	#009cdf
chr4	179250000	179350000	B0	#5ebd3e
chr4	179350000	182850000	B1	#009cdf
chr4	182850000	184700000	A2	#f78200
chr4	184750000	186200000	A2	#f78200
chr4	186200000	186450000	B1	#009cdf
chr4	186450000	186900000	A2	#f78200
chr4	187050000	188050000	B1	#009cdf
chr4	188050000	188200000	A2	#f78200
chr4	188200000	188350000	B1	#009cdf
chr4	188550000	189350000	B1	#009cdf
chr5	0	500000	A1	#e23838
chr5	650000	700000	A1	#e23838
chr5	850000	1000000	A1	#e23838
chr5	1150000	1300000	A1	#e23838
chr5	1500000	1600000	A1	#e23838
chr5	1600000	2000000	A2	#f78200
chr5	2000000	2300000	B1	#009cdf
chr5	2300000	4850000	B4	#973999
chr5	4850000	5750000	B1	#009cdf
chr5	5750000	6100000	B4	#973999
chr5	6100000	6600000	B1	#009cdf
chr5	6600000	6750000	A2	#f78200
chr5	6750000	6950000	B1	#009cdf
chr5	6950000	7700000	B4	#973999
chr5	7700000	8000000	B1	#009cdf
chr5	8000000	9750000	B4	#973999
chr5	9750000	10200000	B1	#009cdf
chr5	10200000	10750000	A2	#f78200
chr5	10750000	11250000	B1	#009cdf
chr5	11250000	12650000	B4	#973999
chr5	12750000	13800000	B4	#973999
chr5	13800000	14000000	B1	#009cdf
chr5	14000000	14900000	A2	#f78200
chr5	14900000	15150000	B1	#009cdf
chr5	15150000	16250000	B4	#973999
chr5	16250000	16500000	B1	#009cdf
chr5	16500000	17200000	A2	#f78200
chr5	17200000	17400000	B1	#009cdf
chr5	17400000	17500000	B4	#973999
chr5	17600000	20700000	B4	#973999
chr5	20950000	21250000	B4	#973999
chr5	21400000	21450000	B4	#973999
chr5	21550000	21950000	B4	#973999
chr5	22000000	22100000	B4	#973999
chr5	22200000	29050000	B4	#973999
chr5	29250000	31200000	B4	#973999
chr5	31200000	31500000	B1	#009cdf
chr5	31500000	31600000	A2	#f78200
chr5	31600000	31750000	B1	#009cdf
chr5	31750000	32650000	A2	#f78200
chr5	32650000	33800000	B1	#009cdf
chr5	33950000	34050000	B1	#009cdf
chr5	34400000	34450000	B1	#009cdf
chr5	34450000	34950000	A2	#f78200
chr5	34950000	36150000	B1	#009cdf
chr5	36150000	36300000	A2	#f78200
chr5	36300000	36350000	B1	#009cdf
chr5	36350000	37700000	A2	#f78200
chr5	37700000	38400000	B1	#009cdf
chr5	38400000	39250000	A2	#f78200
chr5	39250000	39400000	B1	#009cdf
chr5	39400000	39450000	A2	#f78200
chr5	39450000	39550000	B1	#009cdf
chr5	39550000	39650000	A2	#f78200
chr5	39650000	40700000	B1	#009cdf
chr5	40700000	40850000	A2	#f78200
chr5	40850000	42150000	B1	#009cdf
chr5	42150000	42500000	B4	#973999
chr5	42500000	42900000	B1	#009cdf
chr5	42900000	43600000	A2	#f78200
chr5	43600000	43950000	B1	#009cdf
chr5	43950000	44200000	B4	#973999
chr5	44200000	44800000	B1	#009cdf
chr5	44800000	44900000	A2	#f78200
chr5	44900000	45800000	B1	#009cdf
chr5	45800000	45900000	B4	#973999
chr5	46100000	46150000	B4	#973999
chr5	50250000	51250000	B1	#009cdf
chr5	51250000	51300000	B4	#973999
chr5	51300000	51450000	B1	#009cdf
chr5	51450000	52450000	B4	#973999
chr5	52450000	52850000	B1	#009cdf
chr5	52850000	53150000	A2	#f78200
chr5	53150000	53400000	B1	#009cdf
chr5	53400000	53650000	A2	#f78200
chr5	53650000	54200000	B1	#009cdf
chr5	54200000	54300000	A2	#f78200
chr5	54300000	55150000	B1	#009cdf
chr5	55150000	57950000	A2	#f78200
chr5	57950000	60650000	B1	#009cdf
chr5	60650000	61500000	A2	#f78200
chr5	61500000	62250000	B1	#009cdf
chr5	62250000	62600000	A2	#f78200
chr5	62600000	62950000	B1	#009cdf
chr5	62950000	64500000	B4	#973999
chr5	64500000	65450000	B1	#009cdf
chr5	65450000	66200000	A2	#f78200
chr5	66200000	68250000	B1	#009cdf
chr5	68250000	68350000	A2	#f78200
chr5	68350000	68400000	B1	#009cdf
chr5	68400000	68450000	A2	#f78200
chr5	68450000	68950000	B1	#009cdf
chr5	68950000	69200000	A2	#f78200
chr5	71600000	75700000	A2	#f78200
chr5	75700000	76350000	B1	#009cdf
chr5	76350000	81450000	A2	#f78200
chr5	81450000	81950000	B0	#5ebd3e
chr5	81950000	82000000	A2	#f78200
chr5	82000000	82150000	B0	#5ebd3e
chr5	82150000	82400000	A2	#f78200
chr5	82400000	82950000	B0	#5ebd3e
chr5	82950000	83100000	A2	#f78200
chr5	83100000	90500000	B0	#5ebd3e
chr5	90500000	90550000	A2	#f78200
chr5	90550000	91200000	B0	#5ebd3e
chr5	91200000	91400000	A2	#f78200
chr5	91400000	95150000	B0	#5ebd3e
chr5	95250000	95500000	B0	#5ebd3e
chr5	95500000	96050000	A2	#f78200
chr5	96050000	96450000	B0	#5ebd3e
chr5	96450000	96500000	B1	#009cdf
chr5	96500000	96600000	B0	#5ebd3e
chr5	96600000	97050000	A2	#f78200
chr5	97050000	98850000	B0	#5ebd3e
chr5	98850000	98950000	A2	#f78200
chr5	98950000	99400000	B0	#5ebd3e
chr5	99550000	100050000	B0	#5ebd3e
chr5	100100000	100350000	B0	#5ebd3e
chr5	100400000	108750000	B0	#5ebd3e
chr5	108750000	108800000	A2	#f78200
chr5	108800000	109400000	B0	#5ebd3e
chr5	109400000	109450000	A2	#f78200
chr5	109450000	109900000	B0	#5ebd3e
chr5	109900000	109950000	B1	#009cdf
chr5	109950000	110000000	B0	#5ebd3e
chr5	110000000	110200000	B1	#009cdf
chr5	110200000	110850000	B0	#5ebd3e
chr5	110850000	111150000	B1	#009cdf
chr5	111150000	111250000	B0	#5ebd3e
chr5	111250000	111300000	B1	#009cdf
chr5	111300000	111350000	B0	#5ebd3e
chr5	111350000	111450000	B1	#009cdf
chr5	111450000	111500000	B0	#5ebd3e
chr5	111500000	112700000	B1	#009cdf
chr5	112700000	113550000	A2	#f78200
chr5	113550000	115200000	B1	#009cdf
chr5	115200000	116100000	A2	#f78200
chr5	116100000	118650000	B0	#5ebd3e
chr5	118650000	118700000	B1	#009cdf
chr5	118700000	119000000	B0	#5ebd3e
chr5	119000000	119100000	A2	#f78200
chr5	119100000	119200000	B0	#5ebd3e
chr5	119200000	119400000	A2	#f78200
chr5	119400000	122700000	B0	#5ebd3e
chr5	122700000	123100000	A2	#f78200
chr5	123100000	123400000	B0	#5ebd3e
chr5	123400000	123550000	A2	#f78200
chr5	123550000	124300000	B0	#5ebd3e
chr5	124300000	124600000	B1	#009cdf
chr5	124600000	124650000	B0	#5ebd3e
chr5	124650000	124750000	A2	#f78200
chr5	124750000	125300000	B0	#5ebd3e
chr5	125450000	125950000	B0	#5ebd3e
chr5	125950000	126000000	B1	#009cdf
chr5	126000000	126200000	B0	#5ebd3e
chr5	126200000	126250000	B1	#009cdf
chr5	126250000	126350000	B0	#5ebd3e
chr5	126350000	126950000	A2	#f78200
chr5	126950000	127200000	B1	#009cdf
chr5	127200000	127250000	B0	#5ebd3e
chr5	127250000	127450000	B1	#009cdf
chr5	127450000	127500000	B0	#5ebd3e
chr5	127500000	127650000	B1	#009cdf
chr5	127650000	127900000	B0	#5ebd3e
chr5	127900000	128000000	A2	#f78200
chr5	128000000	128050000	B0	#5ebd3e
chr5	128050000	128100000	A2	#f78200
chr5	128100000	131050000	B0	#5ebd3e
chr5	131050000	131100000	B1	#009cdf
chr5	131100000	131150000	B0	#5ebd3e
chr5	131150000	133500000	A2	#f78200
chr5	133500000	133550000	B1	#009cdf
chr5	133550000	133600000	A2	#f78200
chr5	133600000	133750000	B1	#009cdf
chr5	133750000	135600000	A2	#f78200
chr5	135600000	137750000	B1	#009cdf
chr5	137750000	138400000	A2	#f78200
chr5	138400000	138600000	A1	#e23838
chr5	138600000	139300000	A2	#f78200
chr5	139300000	139700000	A1	#e23838
chr5	139700000	140750000	A2	#f78200
chr5	140750000	140850000	B4	#973999
chr5	140850000	141100000	B1	#009cdf
chr5	141100000	141400000	B4	#973999
chr5	141400000	141500000	B1	#009cdf
chr5	141500000	143400000	A2	#f78200
chr5	143400000	145750000	B1	#009cdf
chr5	145750000	146350000	A2	#f78200
chr5	146350000	146400000	B1	#009cdf
chr5	146400000	146500000	A2	#f78200
chr5	146500000	148850000	B1	#009cdf
chr5	148850000	150800000	A2	#f78200
chr5	150800000	150850000	B1	#009cdf
chr5	150850000	151000000	B4	#973999
chr5	151000000	151050000	B1	#009cdf
chr5	151050000	151300000	A2	#f78200
chr5	151300000	151500000	B1	#009cdf
chr5	151500000	151800000	A2	#f78200
chr5	151800000	152550000	B1	#009cdf
chr5	152550000	153350000	B4	#973999
chr5	153350000	154250000	B1	#009cdf
chr5	154250000	155000000	A2	#f78200
chr5	155000000	155350000	B1	#009cdf
chr5	155350000	156800000	B4	#973999
chr5	156800000	157250000	B1	#009cdf
chr5	157250000	157900000	A2	#f78200
chr5	157900000	159200000	B1	#009cdf
chr5	159200000	159300000	A2	#f78200
chr5	159300000	159750000	B1	#009cdf
chr5	159750000	160400000	A2	#f78200
chr5	160400000	160700000	B1	#009cdf
chr5	160700000	162000000	B4	#973999
chr5	162000000	162050000	B1	#009cdf
chr5	162050000	162350000	B4	#973999
chr5	162550000	163200000	B4	#973999
chr5	163200000	163700000	B1	#009cdf
chr5	163700000	167550000	B4	#973999
chr5	167550000	168250000	B1	#009cdf
chr5	168250000	168600000	A2	#f78200
chr5	168600000	171250000	B1	#009cdf
chr5	171250000	173900000	A2	#f78200
chr5	173900000	175700000	B1	#009cdf
chr5	175700000	175900000	A2	#f78200
chr5	176150000	176200000	A2	#f78200
chr5	176300000	177000000	A2	#f78200
chr5	177000000	177650000	A1	#e23838
chr5	178050000	178850000	A2	#f78200
chr5	178850000	179100000	B4	#973999
chr5	179100000	179200000	B1	#009cdf
chr5	179200000	179600000	A2	#f78200
chr5	179600000	179900000	A1	#e23838
chr5	179900000	181150000	A2	#f78200
chr5	181150000	181300000	A1	#e23838
chr6	150000	300000	A2	#f78200
chr6	300000	400000	B1	#009cdf
chr6	400000	700000	A2	#f78200
chr6	700000	1300000	B1	#009cdf
chr6	1300000	1800000	A2	#f78200
chr6	2200000	2250000	A2	#f78200
chr6	2250000	2600000	B1	#009cdf
chr6	2600000	4450000	A2	#f78200
chr6	4450000	4550000	B1	#009cdf
chr6	4550000	5400000	A2	#f78200
chr6	5400000	6700000	B1	#009cdf
chr6	6700000	8150000	A2	#f78200
chr6	8150000	8900000	B1	#009cdf
chr6	8900000	9150000	B0	#5ebd3e
chr6	9150000	9250000	B1	#009cdf
chr6	9250000	9350000	B0	#5ebd3e
chr6	9350000	9450000	B1	#009cdf
chr6	9450000	9550000	B0	#5ebd3e
chr6	9550000	10300000	B1	#009cdf
chr6	10300000	11250000	A2	#f78200
chr6	11250000	13400000	B1	#009cdf
chr6	13400000	14300000	A2	#f78200
chr6	14300000	14600000	B1	#009cdf
chr6	14600000	15750000	A2	#f78200
chr6	15750000	16100000	B1	#009cdf
chr6	16100000	16850000	A2	#f78200
chr6	16850000	17050000	B0	#5ebd3e
chr6	17050000	18350000	A2	#f78200
chr6	18350000	18850000	B1	#009cdf
chr6	18850000	18900000	B0	#5ebd3e
chr6	18900000	20150000	B1	#009cdf
chr6	20150000	21000000	A2	#f78200
chr6	21000000	21350000	B0	#5ebd3e
chr6	21350000	21450000	B1	#009cdf
chr6	21450000	21500000	B0	#5ebd3e
chr6	21500000	21550000	B1	#009cdf
chr6	21550000	21650000	B0	#5ebd3e
chr6	21650000	21750000	A2	#f78200
chr6	21750000	21800000	B1	#009cdf
chr6	21800000	21850000	B0	#5ebd3e
chr6	21850000	22250000	B1	#009cdf
chr6	22250000	24100000	B4	#973999
chr6	24100000	24350000	B1	#009cdf
chr6	24350000	25000000	A2	#f78200
chr6	25000000	25150000	B0	#5ebd3e
chr6	25150000	25650000	A2	#f78200
chr6	25650000	25700000	B0	#5ebd3e
chr6	25700000	25750000	A2	#f78200
chr6	25750000	25900000	B0	#5ebd3e
chr6	25900000	26650000	A2	#f78200
chr6	27000000	28500000	A2	#f78200
chr6	33500000	34950000	A1	#e23838
chr6	34950000	35150000	A2	#f78200
chr6	35150000	36000000	A1	#e23838
chr6	36000000	36350000	A2	#f78200
chr6	36350000	37400000	A1	#e23838
chr6	37400000	37500000	A2	#f78200
chr6	37500000	37650000	A1	#e23838
chr6	37650000	38750000	A2	#f78200
chr6	38750000	39150000	B1	#009cdf
chr6	39150000	39350000	A2	#f78200
chr6	39350000	40800000	B1	#009cdf
chr6	40800000	41550000	A2	#f78200
chr6	41550000	44450000	A1	#e23838
chr6	44450000	45750000	A2	#f78200
chr6	45750000	45950000	B1	#009cdf
chr6	45950000	46200000	A2	#f78200
chr6	46200000	46600000	B1	#009cdf
chr6	46600000	47750000	A2	#f78200
