chrom	start	end	GC
chr3	94750000	94800000	0.35416
chr3	94800000	94850000	0.35026
chr3	94850000	94900000	0.35978
chr3	94900000	94950000	0.3486
chr3	94950000	95000000	0.34146
chr3	95000000	95050000	0.33984
chr3	95050000	95100000	0.34546
chr3	95100000	95150000	0.34412
chr3	95150000	95200000	0.3412
chr3	95200000	95250000	0.33586
chr3	95250000	95300000	0.35154
chr3	95300000	95350000	0.33936
chr3	95350000	95400000	0.33736
chr3	95400000	95450000	0.34162
chr3	95450000	95500000	0.33704
chr3	95500000	95550000	0.32774
chr3	95550000	95600000	0.36286
chr3	95600000	95650000	0.36184
chr3	95650000	95700000	0.3445
chr3	95700000	95750000	0.34254
chr3	95750000	95800000	0.35274
chr3	95800000	95850000	0.3361
chr3	95850000	95900000	0.3428
chr3	95900000	95950000	0.34942
chr3	95950000	96000000	0.34402
chr3	96000000	96050000	0.33124
chr3	96050000	96100000	0.3605
chr3	96100000	96150000	0.33342
chr3	96150000	96200000	0.35004
chr3	96200000	96250000	0.34206
chr3	96250000	96300000	0.34784
chr3	96300000	96350000	0.35086
chr3	96350000	96400000	0.34988
chr3	96400000	96450000	0.35768
chr3	96450000	96500000	0.34774
chr3	96500000	96550000	0.34968
chr3	96550000	96600000	0.3418
chr3	96600000	96650000	0.35974
chr3	96650000	96700000	0.37116
chr3	96700000	96750000	0.35316
chr3	96750000	96800000	0.37734
chr3	96800000	96850000	0.3474
chr3	96850000	96900000	0.35228
chr3	96900000	96950000	0.35564
chr3	96950000	97000000	0.34738
chr3	97000000	97050000	0.356
chr3	97050000	97100000	0.34556
chr3	97100000	97150000	0.34612
chr3	97150000	97200000	0.35908
chr3	97200000	97250000	0.35166
chr3	97250000	97300000	0.3764
chr3	97300000	97350000	0.3473
chr3	97350000	97400000	0.34494
chr3	97400000	97450000	0.34014
chr3	97450000	97500000	0.35196
chr3	97500000	97550000	0.37198
chr3	97550000	97600000	0.35704
chr3	97600000	97650000	0.35568
chr3	97650000	97700000	0.36132
chr3	97700000	97750000	0.3662
chr3	97750000	97800000	0.34194
chr3	97800000	97850000	0.37612
chr3	97850000	97900000	0.35968
chr3	97900000	97950000	0.37648
chr3	97950000	98000000	0.41112
chr3	98000000	98050000	0.37056
chr3	98050000	98100000	0.35626
chr3	98100000	98150000	0.35764
chr3	98150000	98200000	0.3847
chr3	98200000	98250000	0.3738
chr3	98250000	98300000	0.37696
chr3	98300000	98350000	0.3682
chr3	98350000	98400000	0.36178
chr3	98400000	98450000	0.38052
chr3	98450000	98500000	0.35812
chr3	98500000	98550000	0.37542
chr3	98550000	98600000	0.3909
chr3	98600000	98650000	0.3866
chr3	98650000	98700000	0.37342
chr3	98700000	98750000	0.41514
chr3	98750000	98800000	0.38662
chr3	98800000	98850000	0.39344
chr3	98850000	98900000	0.3753
chr3	98900000	98950000	0.3874
chr3	98950000	99000000	0.37304
chr3	99000000	99050000	0.3741
chr3	99050000	99100000	0.37628
chr3	99100000	99150000	0.37996
chr3	99150000	99200000	0.36626
chr3	99200000	99250000	0.35564
chr3	99250000	99300000	0.37478
chr3	99300000	99350000	0.36136
chr3	99350000	99400000	0.3776
chr3	99400000	99450000	0.36698
chr3	99450000	99500000	0.37084
chr3	99500000	99550000	0.379
chr3	99550000	99600000	0.37306
chr3	99600000	99650000	0.39134
chr3	99650000	99700000	0.37982
chr3	99700000	99750000	0.3803
chr3	99750000	99800000	0.39406
chr3	99800000	99850000	0.40888
chr3	99850000	99900000	0.37904
chr3	99900000	99950000	0.38612
chr3	99950000	100000000	0.39202
chr3	100000000	100050000	0.37892
chr3	100050000	100100000	0.38482
chr3	100100000	100150000	0.39276
chr3	100150000	100200000	0.4044
chr3	100200000	100250000	0.40596
chr3	100250000	100300000	0.38302
chr3	100300000	100350000	0.38866
chr3	100350000	100400000	0.39018
chr3	100400000	100450000	0.39716
chr3	100450000	100500000	0.4227
chr3	100500000	100550000	0.40734
chr3	100550000	100600000	0.38482
chr3	100600000	100650000	0.38402
chr3	100650000	100700000	0.38938
chr3	100700000	100750000	0.36584
chr3	100750000	100800000	0.37136
chr3	100800000	100850000	0.36214
chr3	100850000	100900000	0.36726
chr3	100900000	100950000	0.3718
chr3	100950000	101000000	0.3805
chr3	101000000	101050000	0.38366
chr3	101050000	101100000	0.36928
chr3	101100000	101150000	0.37502
chr3	101150000	101200000	0.39904
chr3	101200000	101250000	0.39252
chr3	101250000	101300000	0.37184
chr3	101300000	101350000	0.34902
chr3	101350000	101400000	0.3626
chr3	101400000	101450000	0.38916
chr3	101450000	101500000	0.3849
chr3	101500000	101550000	0.41584
chr3	101550000	101600000	0.41684
chr3	101600000	101650000	0.44374
chr3	101650000	101700000	0.41822
chr3	101700000	101750000	0.41296
chr3	101750000	101800000	0.40066
chr3	101800000	101850000	0.39708
chr3	101850000	101900000	0.39614
chr3	101900000	101950000	0.39168
chr3	101950000	102000000	0.3866
chr3	102000000	102050000	0.38222
chr3	102050000	102100000	0.3855
chr3	102100000	102150000	0.38204
chr3	102150000	102200000	0.3768
chr3	102200000	102250000	0.38648
chr3	102250000	102300000	0.36938
chr3	102300000	102350000	0.35076
chr3	102350000	102400000	0.36298
chr3	102400000	102450000	0.34986
chr3	102450000	102500000	0.36428
chr3	102500000	102550000	0.3692
chr3	102550000	102600000	0.3626
chr3	102600000	102650000	0.36852
chr3	102650000	102700000	0.37392
chr3	102700000	102750000	0.393
chr3	102750000	102800000	0.35618
chr3	102800000	102850000	0.36226
chr3	102850000	102900000	0.34072
chr3	102900000	102950000	0.341
chr3	102950000	103000000	0.3564
chr3	103000000	103050000	0.34314
chr3	103050000	103100000	0.35792
chr3	103100000	103150000	0.34892
chr3	103150000	103200000	0.34296
chr3	103200000	103250000	0.36066
chr3	103250000	103300000	0.36258
chr3	103300000	103350000	0.3421
chr3	103350000	103400000	0.33362
chr3	103400000	103450000	0.34808
chr3	103450000	103500000	0.34764
chr3	103500000	103550000	0.3491
chr3	103550000	103600000	0.35616
chr3	103600000	103650000	0.3508
chr3	103650000	103700000	0.3428
chr3	103700000	103750000	0.34766
chr3	103750000	103800000	0.33266
chr3	103800000	103850000	0.33172
chr3	103850000	103900000	0.33664
chr3	103900000	103950000	0.3319
chr3	103950000	104000000	0.35076
chr3	104000000	104050000	0.35072
chr3	104050000	104100000	0.34502
chr3	104100000	104150000	0.365
chr3	104150000	104200000	0.3412
chr3	104200000	104250000	0.3436
chr3	104250000	104300000	0.3601
chr3	104300000	104350000	0.35398
chr3	104350000	104400000	0.33644
chr3	104400000	104450000	0.35462
chr3	104450000	104500000	0.3641
chr3	104500000	104550000	0.35932
chr3	104550000	104600000	0.35382
chr3	104600000	104650000	0.36236
chr3	104650000	104700000	0.34524
chr3	104700000	104750000	0.34066
chr3	104750000	104800000	0.34404
chr3	104800000	104850000	0.35432
chr3	104850000	104900000	0.3434
chr3	104900000	104950000	0.3744
chr3	104950000	105000000	0.34576
chr3	105000000	105050000	0.36848
chr3	105050000	105100000	0.35968
chr3	105100000	105150000	0.35808
chr3	105150000	105200000	0.34818
chr3	105200000	105250000	0.34778
chr3	105250000	105300000	0.35396
chr3	105300000	105350000	0.35202
chr3	105350000	105400000	0.36674
chr3	105400000	105450000	0.34952
chr3	105450000	105500000	0.3529
chr3	105500000	105550000	0.35644
chr3	105550000	105600000	0.3685
chr3	105600000	105650000	0.39398
chr3	105650000	105700000	0.34844
chr3	105700000	105750000	0.34452
chr3	105750000	105800000	0.36424
chr3	105800000	105850000	0.35328
chr3	105850000	105900000	0.36494
chr3	105900000	105950000	0.36612
chr3	105950000	106000000	0.37308
chr3	106000000	106050000	0.35768
chr3	106050000	106100000	0.38262
chr3	106100000	106150000	0.39428
chr3	106150000	106200000	0.36044
chr3	106200000	106250000	0.35092
chr3	106250000	106300000	0.36844
chr3	106300000	106350000	0.36342
chr3	106350000	106400000	0.37058
chr3	106400000	106450000	0.36366
chr3	106450000	106500000	0.36718
chr3	106500000	106550000	0.36074
chr3	106550000	106600000	0.3541
chr3	106600000	106650000	0.36622
chr3	106650000	106700000	0.36254
chr3	106700000	106750000	0.36382
chr3	106750000	106800000	0.36488
chr3	106800000	106850000	0.36948
chr3	106850000	106900000	0.37046
chr3	106900000	106950000	0.37924
chr3	106950000	107000000	0.36256
chr3	107000000	107050000	0.36112
chr3	107050000	107100000	0.3883
chr3	107100000	107150000	0.39916
chr3	107150000	107200000	0.38898
chr3	107200000	107250000	0.383
chr3	107250000	107300000	0.3678
chr3	107300000	107350000	0.4044
chr3	107350000	107400000	0.38044
chr3	107400000	107450000	0.37982
chr3	107450000	107500000	0.38758
chr3	107500000	107550000	0.38656
chr3	107550000	107600000	0.36748
chr3	107600000	107650000	0.3677
chr3	107650000	107700000	0.36406
chr3	107700000	107750000	0.3638
chr3	107750000	107800000	0.37244
chr3	107800000	107850000	0.4106
chr3	107850000	107900000	0.39002
chr3	107900000	107950000	0.39966
chr3	107950000	108000000	0.4157
chr3	108000000	108050000	0.43012
chr3	108050000	108100000	0.38698
chr3	108100000	108150000	0.41046
chr3	108150000	108200000	0.36106
chr3	108200000	108250000	0.3776
chr3	108250000	108300000	0.3904
chr3	108300000	108350000	0.39186
chr3	108350000	108400000	0.4013
chr3	108400000	108450000	0.39052
chr3	108450000	108500000	0.37904
chr3	108500000	108550000	0.37354
chr3	108550000	108600000	0.34814
chr3	108600000	108650000	0.35182
chr3	108650000	108700000	0.3592
chr3	108700000	108750000	0.40702
chr3	108750000	108800000	0.3815
chr3	108800000	108850000	0.36432
chr3	108850000	108900000	0.3802
chr3	108900000	108950000	0.3976
chr3	108950000	109000000	0.37492
chr3	109000000	109050000	0.37342
chr3	109050000	109100000	0.3679
chr3	109100000	109150000	0.39828
chr3	109150000	109200000	0.40124
chr3	109200000	109250000	0.39878
chr3	109250000	109300000	0.40608
chr3	109300000	109350000	0.44554
chr3	109350000	109400000	0.42376
chr3	109400000	109450000	0.40116
chr3	109450000	109500000	0.3698
chr3	109500000	109550000	0.39478
chr3	109550000	109600000	0.37232
chr3	109600000	109650000	0.37612
chr3	109650000	109700000	0.37612
chr3	109700000	109750000	0.36868
chr3	109750000	109800000	0.3822
chr3	109800000	109850000	0.3694
chr3	109850000	109900000	0.35542
chr3	109900000	109950000	0.35968
chr3	109950000	110000000	0.35208
chr3	110000000	110050000	0.3571
chr3	110050000	110100000	0.34454
chr3	110100000	110150000	0.35634
chr3	110150000	110200000	0.3408
chr3	110200000	110250000	0.35594
chr3	110250000	110300000	0.35252
chr3	110300000	110350000	0.36694
chr3	110350000	110400000	0.35462
chr3	110400000	110450000	0.34728
chr3	110450000	110500000	0.35972
chr3	110500000	110550000	0.3678
chr3	110550000	110600000	0.3558
chr3	110600000	110650000	0.36496
chr3	110650000	110700000	0.38288
chr3	110700000	110750000	0.36914
chr3	110750000	110800000	0.36278
chr3	110800000	110850000	0.34636
chr3	110850000	110900000	0.3771
chr3	110900000	110950000	0.38282
chr3	110950000	111000000	0.36772
chr3	111000000	111050000	0.37298
chr3	111050000	111100000	0.38728
chr3	111100000	111150000	0.33194
chr3	111150000	111200000	0.36172
chr3	111200000	111250000	0.39778
chr3	111250000	111300000	0.36836
chr3	111300000	111350000	0.3828
chr3	111350000	111400000	0.37454
chr3	111400000	111450000	0.37172
chr3	111450000	111500000	0.3723
chr3	111500000	111550000	0.38322
chr3	111550000	111600000	0.3924
chr3	111600000	111650000	0.38722
chr3	111650000	111700000	0.39848
chr3	111700000	111750000	0.39924
chr3	111750000	111800000	0.39484
chr3	111800000	111850000	0.38366
chr3	111850000	111900000	0.39874
chr3	111900000	111950000	0.38252
chr3	111950000	112000000	0.37676
chr3	112000000	112050000	0.41542
chr3	112050000	112100000	0.40702
chr3	112100000	112150000	0.4098
chr3	112150000	112200000	0.37664
chr3	112200000	112250000	0.36428
chr3	112250000	112300000	0.37286
chr3	112300000	112350000	0.37688
chr3	112350000	112400000	0.38818
chr3	112400000	112450000	0.39562
chr3	112450000	112500000	0.38242
chr3	112500000	112550000	0.36652
chr3	112550000	112600000	0.37492
chr3	112600000	112650000	0.4021
chr3	112650000	112700000	0.40376
chr3	112700000	112750000	0.39356
chr3	112750000	112800000	0.40748
chr3	112800000	112850000	0.39548
chr3	112850000	112900000	0.36826
chr3	112900000	112950000	0.36024
chr3	112950000	113000000	0.37222
chr3	113000000	113050000	0.41332
chr3	113050000	113100000	0.40662
chr3	113100000	113150000	0.41698
chr3	113150000	113200000	0.40598
chr3	113200000	113250000	0.44284
chr3	113250000	113300000	0.47126
chr3	113300000	113350000	0.38654
chr3	113350000	113400000	0.38212
chr3	113400000	113450000	0.37292
chr3	113450000	113500000	0.3856
chr3	113500000	113550000	0.38794
chr3	113550000	113600000	0.4027
chr3	113600000	113650000	0.41076
chr3	113650000	113700000	0.41322
chr3	113700000	113750000	0.3869
chr3	113750000	113800000	0.37828
chr3	113800000	113850000	0.41614
chr3	113850000	113900000	0.3972
chr3	113900000	113950000	0.39236
chr3	113950000	114000000	0.39998
chr3	114000000	114050000	0.37188
chr3	114050000	114100000	0.407
chr3	114100000	114150000	0.4181
chr3	114150000	114200000	0.4012
chr3	114200000	114250000	0.42176
chr3	114250000	114300000	0.40448
chr3	114300000	114350000	0.38756
chr3	114350000	114400000	0.40242
chr3	114400000	114450000	0.37864
chr3	114450000	114500000	0.38116
chr3	114500000	114550000	0.37612
chr3	114550000	114600000	0.359
chr3	114600000	114650000	0.3655
chr3	114650000	114700000	0.35464
chr3	114700000	114750000	0.36464
chr3	114750000	114800000	0.35092
chr3	114800000	114850000	0.35254
chr3	114850000	114900000	0.35816
chr3	114900000	114950000	0.35374
chr3	114950000	115000000	0.34246
chr3	115000000	115050000	0.32996
chr3	115050000	115100000	0.33694
chr3	115100000	115150000	0.35632
chr3	115150000	115200000	0.3804
chr3	115200000	115250000	0.37308
chr3	115250000	115300000	0.38348
chr3	115300000	115350000	0.37274
chr3	115350000	115400000	0.3708
chr3	115400000	115450000	0.39884
chr3	115450000	115500000	0.361
chr3	115500000	115550000	0.39208
chr3	115550000	115600000	0.38756
chr3	115600000	115650000	0.37964
chr3	115650000	115700000	0.39654
chr3	115700000	115750000	0.38564
chr3	115750000	115800000	0.4119
chr3	115800000	115850000	0.3834
chr3	115850000	115900000	0.37966
chr3	115900000	115950000	0.36982
chr3	115950000	116000000	0.37424
chr3	116000000	116050000	0.37374
chr3	116050000	116100000	0.37348
chr3	116100000	116150000	0.37624
chr3	116150000	116200000	0.37004
chr3	116200000	116250000	0.38128
chr3	116250000	116300000	0.36848
chr3	116300000	116350000	0.36178
chr3	116350000	116400000	0.37896
chr3	116400000	116450000	0.37622
chr3	116450000	116500000	0.37654
chr3	116500000	116550000	0.36432
chr3	116550000	116600000	0.37302
chr3	116600000	116650000	0.36736
chr3	116650000	116700000	0.37816
chr3	116700000	116750000	0.36782
chr3	116750000	116800000	0.36712
chr3	116800000	116850000	0.34776
chr3	116850000	116900000	0.36446
chr3	116900000	116950000	0.37736
chr3	116950000	117000000	0.36866
chr3	117000000	117050000	0.3765
chr3	117050000	117100000	0.376
chr3	117100000	117150000	0.37636
chr3	117150000	117200000	0.3725
chr3	117200000	117250000	0.36598
chr3	117250000	117300000	0.36286
chr3	117300000	117350000	0.35402
chr3	117350000	117400000	0.38424
chr3	117400000	117450000	0.3698
chr3	117450000	117500000	0.36468
chr3	117500000	117550000	0.36506
chr3	117550000	117600000	0.37404
chr3	117600000	117650000	0.37482
chr3	117650000	117700000	0.3705
chr3	117700000	117750000	0.37284
chr3	117750000	117800000	0.38242
chr3	117800000	117850000	0.35506
chr3	117850000	117900000	0.3677
chr3	117900000	117950000	0.36572
chr3	117950000	118000000	0.3692
chr3	118000000	118050000	0.34344
chr3	118050000	118100000	0.35806
chr3	118100000	118150000	0.35498
chr3	118150000	118200000	0.36322
chr3	118200000	118250000	0.35658
chr3	118250000	118300000	0.36138
chr3	118300000	118350000	0.35696
chr3	118350000	118400000	0.36912
chr3	118400000	118450000	0.3615
chr3	118450000	118500000	0.37324
chr3	118500000	118550000	0.39172
chr3	118550000	118600000	0.38506
chr3	118600000	118650000	0.39862
chr3	118650000	118700000	0.38602
chr3	118700000	118750000	0.38744
chr3	118750000	118800000	0.38766
chr3	118800000	118850000	0.41422
chr3	118850000	118900000	0.39704
chr3	118900000	118950000	0.37262
chr3	118950000	119000000	0.37768
chr3	119000000	119050000	0.39218
chr3	119050000	119100000	0.38116
chr3	119100000	119150000	0.40146
chr3	119150000	119200000	0.40388
chr3	119200000	119250000	0.427
chr3	119250000	119300000	0.4037
chr3	119300000	119350000	0.43356
chr3	119350000	119400000	0.42434
chr3	119400000	119450000	0.40986
chr3	119450000	119500000	0.41132
chr3	119500000	119550000	0.397
chr3	119550000	119600000	0.4434
chr3	119600000	119650000	0.4431
chr3	119650000	119700000	0.41672
chr3	119700000	119750000	0.39526
chr3	119750000	119800000	0.3954
chr3	119800000	119850000	0.4229
chr3	119850000	119900000	0.35696
chr3	119900000	119950000	0.35394
chr3	119950000	120000000	0.37756
chr3	120000000	120050000	0.38874
chr3	120050000	120100000	0.39004
chr3	120100000	120150000	0.42164
chr3	120150000	120200000	0.44196
chr3	120200000	120250000	0.39686
chr3	120250000	120300000	0.41198
chr3	120300000	120350000	0.40406
chr3	120350000	120400000	0.39788
chr3	120400000	120450000	0.43896
chr3	120450000	120500000	0.43084
chr3	120500000	120550000	0.40146
chr3	120550000	120600000	0.41468
chr3	120600000	120650000	0.41468
chr3	120650000	120700000	0.39872
chr3	120700000	120750000	0.38842
chr3	120750000	120800000	0.37934
chr3	120800000	120850000	0.38388
chr3	120850000	120900000	0.37574
chr3	120900000	120950000	0.35222
chr3	120950000	121000000	0.36522
chr3	121000000	121050000	0.35904
chr3	121050000	121100000	0.39172
chr3	121100000	121150000	0.34554
chr3	121150000	121200000	0.36798
chr3	121200000	121250000	0.35726
chr3	121250000	121300000	0.34292
chr3	121300000	121350000	0.37336
chr3	121350000	121400000	0.3866
chr3	121400000	121450000	0.36718
chr3	121450000	121500000	0.39222
chr3	121500000	121550000	0.39908
chr3	121550000	121600000	0.428
chr3	121600000	121650000	0.4322
chr3	121650000	121700000	0.40552
chr3	121700000	121750000	0.36652
chr3	121750000	121800000	0.38248
chr3	121800000	121850000	0.36562
chr3	121850000	121900000	0.36294
chr3	121900000	121950000	0.39918
chr3	121950000	122000000	0.40088
chr3	122000000	122050000	0.41134
chr3	122050000	122100000	0.40498
chr3	122100000	122150000	0.40116
chr3	122150000	122200000	0.40082
chr3	122200000	122250000	0.40876
chr3	122250000	122300000	0.41414
chr3	122300000	122350000	0.40696
chr3	122350000	122400000	0.3958
chr3	122400000	122450000	0.39652
chr3	122450000	122500000	0.3745
chr3	122500000	122550000	0.40848
chr3	122550000	122600000	0.41194
chr3	122600000	122650000	0.41632
chr3	122650000	122700000	0.41338
chr3	122700000	122750000	0.4025
chr3	122750000	122800000	0.407
chr3	122800000	122850000	0.37712
chr3	122850000	122900000	0.3907
chr3	122900000	122950000	0.49304
chr3	122950000	123000000	0.49868
chr3	123000000	123050000	0.47212
chr3	123050000	123100000	0.47362
chr3	123100000	123150000	0.48656
chr3	123150000	123200000	0.4271
chr3	123200000	123250000	0.38202
chr3	123250000	123300000	0.44536
chr3	123300000	123350000	0.52236
chr3	123350000	123400000	0.48836
chr3	123400000	123450000	0.51962
chr3	123450000	123500000	0.47
chr3	123500000	123550000	0.40086
chr3	123550000	123600000	0.41058
chr3	123600000	123650000	0.45316
chr3	123650000	123700000	0.49206
chr3	123700000	123750000	0.4686
chr3	123750000	123800000	0.4376
chr3	123800000	123850000	0.42798
chr3	123850000	123900000	0.41396
chr3	123900000	123950000	0.36164
chr3	123950000	124000000	0.41252
chr3	124000000	124050000	0.4273
chr3	124050000	124100000	0.43332
chr3	124100000	124150000	0.42586
chr3	124150000	124200000	0.43102
chr3	124200000	124250000	0.4272
chr3	124250000	124300000	0.44116
chr3	124300000	124350000	0.4147
chr3	124350000	124400000	0.4232
chr3	124400000	124450000	0.40952
chr3	124450000	124500000	0.41848
chr3	124500000	124550000	0.42132
chr3	124550000	124600000	0.45352
chr3	124600000	124650000	0.42642
chr3	124650000	124700000	0.43822
chr3	124700000	124750000	0.4148
chr3	124750000	124800000	0.50122
chr3	124800000	124850000	0.45638
chr3	124850000	124900000	0.45136
chr3	124900000	124950000	0.4311
chr3	124950000	125000000	0.44042
chr3	125000000	125050000	0.44092
chr3	125050000	125100000	0.45046
chr3	125100000	125150000	0.47002
chr3	125150000	125200000	0.45188
chr3	125200000	125250000	0.40488
chr3	125250000	125300000	0.3579
chr3	125300000	125350000	0.35926
chr3	125350000	125400000	0.42222
chr3	125400000	125450000	0.43232
chr3	125450000	125500000	0.39534
chr3	125500000	125550000	0.41274
chr3	125550000	125600000	0.40502
chr3	125600000	125650000	0.44618
chr3	125650000	125700000	0.4274
chr3	125700000	125750000	0.45186
chr3	125750000	125800000	0.47024
chr3	125800000	125850000	0.43706
chr3	125850000	125900000	0.4489
chr3	125900000	125950000	0.47994
chr3	125950000	126000000	0.44202
chr3	126000000	126050000	0.45968
chr3	126050000	126100000	0.45754
chr3	126100000	126150000	0.51446
chr3	126150000	126200000	0.43748
chr3	126200000	126250000	0.4146
chr3	126250000	126300000	0.45366
chr3	126300000	126350000	0.48152
chr3	126350000	126400000	0.52228
chr3	126400000	126450000	0.50316
chr3	126450000	126500000	0.51396
chr3	126500000	126550000	0.53636
chr3	126550000	126600000	0.45398
chr3	126600000	126650000	0.39234
chr3	126650000	126700000	0.46808
chr3	126700000	126750000	0.46346
chr3	126750000	126800000	0.42934
chr3	126800000	126850000	0.42502
chr3	126850000	126900000	0.487
chr3	126900000	126950000	0.48616
chr3	126950000	127000000	0.57274
chr3	127000000	127050000	0.5937
chr3	127050000	127100000	0.5177
chr3	127100000	127150000	0.49016
chr3	127150000	127200000	0.47888
chr3	127200000	127250000	0.4531
chr3	127250000	127300000	0.46036
chr3	127300000	127350000	0.4372
chr3	127350000	127400000	0.49974
chr3	127400000	127450000	0.47782
chr3	127450000	127500000	0.522
chr3	127500000	127550000	0.45672
chr3	127550000	127600000	0.52624
chr3	127600000	127650000	0.48744
chr3	127650000	127700000	0.52346
chr3	127700000	127750000	0.48888
chr3	127750000	127800000	0.49484
chr3	127800000	127850000	0.45558
chr3	127850000	127900000	0.42372
chr3	127900000	127950000	0.39472
chr3	127950000	128000000	0.42902
chr3	128000000	128050000	0.43366
chr3	128050000	128100000	0.48374
chr3	128100000	128150000	0.43322
chr3	128150000	128200000	0.43422
chr3	128200000	128250000	0.44792
chr3	128250000	128300000	0.4674
chr3	128300000	128350000	0.48294
chr3	128350000	128400000	0.53994
chr3	128400000	128450000	0.56502
chr3	128450000	128500000	0.57016
chr3	128500000	128550000	0.43698
chr3	128550000	128600000	0.50436
chr3	128600000	128650000	0.48498
chr3	128650000	128700000	0.48672
chr3	128700000	128750000	0.46354
chr3	128750000	128800000	0.43528
chr3	128800000	128850000	0.47428
chr3	128850000	128900000	0.47968
chr3	128900000	128950000	0.47584
chr3	128950000	129000000	0.47402
chr3	129000000	129050000	0.5195
chr3	129050000	129100000	0.50932
chr3	129100000	129150000	0.48352
chr3	129150000	129200000	0.43664
chr3	129200000	129250000	0.4602
chr3	129250000	129300000	0.46588
chr3	129300000	129350000	0.53246
chr3	129350000	129400000	0.513
chr3	129400000	129450000	0.4625
chr3	129450000	129500000	0.4616
chr3	129500000	129550000	0.5274
chr3	129550000	129600000	0.57504
chr3	129600000	129650000	0.533
chr3	129650000	129700000	0.40118
chr3	129700000	129750000	0.3917
chr3	129750000	129800000	0.397
chr3	129800000	129850000	0.37912
chr3	129850000	129900000	0.4078
chr3	129900000	129950000	0.4554
chr3	129950000	130000000	0.48996
chr3	130000000	130050000	0.47174
chr3	130050000	130100000	0.47908
chr3	130100000	130150000	0.48146
chr3	130150000	130200000	0.45318
chr3	130200000	130250000	0.38806
chr3	130250000	130300000	0.39102
chr3	130300000	130350000	0.3753
chr3	130350000	130400000	0.38412
chr3	130400000	130450000	0.39722
chr3	130450000	130500000	0.37968
chr3	130500000	130550000	0.4023
chr3	130550000	130600000	0.39136
chr3	130600000	130650000	0.38686
chr3	130650000	130700000	0.38706
chr3	130700000	130750000	0.37094
chr3	130750000	130800000	0.38128
chr3	130800000	130850000	0.40242
chr3	130850000	130900000	0.40036
chr3	130900000	130950000	0.36784
chr3	130950000	131000000	0.3587
chr3	131000000	131050000	0.38808
chr3	131050000	131100000	0.38164
chr3	131100000	131150000	0.37552
chr3	131150000	131200000	0.38318
chr3	131200000	131250000	0.39422
chr3	131250000	131300000	0.39516
chr3	131300000	131350000	0.38954
chr3	131350000	131400000	0.43158
chr3	131400000	131450000	0.39926
chr3	131450000	131500000	0.36048
chr3	131500000	131550000	0.41266
chr3	131550000	131600000	0.3968
chr3	131600000	131650000	0.39528
chr3	131650000	131700000	0.3794
chr3	131700000	131750000	0.39538
chr3	131750000	131800000	0.38654
chr3	131800000	131850000	0.37956
chr3	131850000	131900000	0.37668
chr3	131900000	131950000	0.38322
chr3	131950000	132000000	0.39232
chr3	132000000	132050000	0.40428
chr3	132050000	132100000	0.3874
chr3	132100000	132150000	0.38056
chr3	132150000	132200000	0.39678
chr3	132200000	132250000	0.39338
chr3	132250000	132300000	0.40442
chr3	132300000	132350000	0.40028
chr3	132350000	132400000	0.4088
chr3	132400000	132450000	0.37086
chr3	132450000	132500000	0.36046
chr3	132500000	132550000	0.38554
chr3	132550000	132600000	0.38228
chr3	132600000	132650000	0.37284
chr3	132650000	132700000	0.3669
chr3	132700000	132750000	0.3802
chr3	132750000	132800000	0.38766
chr3	132800000	132850000	0.3972
chr3	132850000	132900000	0.38906
chr3	132900000	132950000	0.37876
chr3	132950000	133000000	0.40196
chr3	133000000	133050000	0.40672
chr3	133050000	133100000	0.39418
chr3	133100000	133150000	0.39124
chr3	133150000	133200000	0.40088
chr3	133200000	133250000	0.39034
chr3	133250000	133300000	0.4009
chr3	133300000	133350000	0.38304
chr3	133350000	133400000	0.4529
chr3	133400000	133450000	0.46654
chr3	133450000	133500000	0.433
chr3	133500000	133550000	0.43444
chr3	133550000	133600000	0.43742
chr3	133600000	133650000	0.37812
chr3	133650000	133700000	0.41918
chr3	133700000	133750000	0.4365
chr3	133750000	133800000	0.42266
chr3	133800000	133850000	0.46102
chr3	133850000	133900000	0.49056
chr3	133900000	133950000	0.44418
chr3	133950000	134000000	0.4864
chr3	134000000	134050000	0.4549
chr3	134050000	134100000	0.4677
chr3	134100000	134150000	0.40704
chr3	134150000	134200000	0.37636
chr3	134200000	134250000	0.39006
chr3	134250000	134300000	0.4226
chr3	134300000	134350000	0.47694
chr3	134350000	134400000	0.49844
chr3	134400000	134450000	0.42512
chr3	134450000	134500000	0.4187
chr3	134500000	134550000	0.3743
chr3	134550000	134600000	0.41178
chr3	134600000	134650000	0.4812
chr3	134650000	134700000	0.46932
chr3	134700000	134750000	0.40738
chr3	134750000	134800000	0.45038
chr3	134800000	134850000	0.45262
chr3	134850000	134900000	0.46108
chr3	134900000	134950000	0.47324
chr3	134950000	135000000	0.441
chr3	135000000	135050000	0.43722
chr3	135050000	135100000	0.43838
chr3	135100000	135150000	0.45036
chr3	135150000	135200000	0.43956
chr3	135200000	135250000	0.43332
chr3	135250000	135300000	0.40094
chr3	135300000	135350000	0.42236
chr3	135350000	135400000	0.41058
chr3	135400000	135450000	0.38818
chr3	135450000	135500000	0.4135
chr3	135500000	135550000	0.3911
chr3	135550000	135600000	0.42584
chr3	135600000	135650000	0.41226
chr3	135650000	135700000	0.40396
chr3	135700000	135750000	0.4031
chr3	135750000	135800000	0.43594
chr3	135800000	135850000	0.41818
chr3	135850000	135900000	0.39984
chr3	135900000	135950000	0.4088
